ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
672,23,Female,Ruvuma,No formal qualification,Education,0,6,Medium,Intermediate,Internship,Education,Field,"Mechanical maintenance, Teaching support, Data analysis, Quality control","Creativity, Problem solving",0
673,24,Male,Mara,Secondary,Health,1,5,High,Intermediate,Internship,Construction,Office,"Mechanical maintenance, Project management","Adaptability, Customer focus, Creativity",3
674,20,Male,Zanzibar Urban/West,Diploma,Hospitality,0,2,Low,Basic,Full-time,Banking,Remote,"Data analysis, Inventory management","Communication, Creativity",1
675,18,Male,Zanzibar Urban/West,Bachelor,Finance,0,0,High,Basic,Unemployed,Agriculture,Customer-facing,"Mechanical maintenance, Web development, Teaching support, Inventory management","Resilience, Communication",2
676,21,Male,Singida,Bachelor,Business,0,0,Medium,Intermediate,Self-employed,Manufacturing,Office,"Teaching support, Microsoft Office","Resilience, Leadership, Critical thinking",2
677,25,Female,Katavi,Higher Diploma,Arts,3,7,Low,Basic,Self-employed,Healthcare,Remote,"Digital marketing, Accounting, Inventory management, Logistics coordination","Leadership, Adaptability, Time management",1
678,24,Male,Manyara,Vocational/Technical,Hospitality,3,6,Medium,Basic,Self-employed,Manufacturing,Customer-facing,"Quality control, Network support, English communication, Teaching support","Communication, Leadership, Customer focus",1
679,23,Male,Pemba South,Higher Diploma,Arts,2,2,High,Basic,Informal work,Tourism,Field,"Logistics coordination, Programming (Python), Social media management","Leadership, Creativity",2
680,19,Female,Kagera,Higher Diploma,Education,0,0,Medium,Basic,Unemployed,Education,Remote,"Network support, Graphic design","Time management, Communication",3
681,24,Male,Zanzibar South,Bachelor,Health,0,0,High,Basic,Full-time,Tourism,Customer-facing,"Project management, Social media management","Critical thinking, Customer focus",1
682,21,Female,Singida,Vocational/Technical,Education,0,0,High,Intermediate,Self-employed,Education,Remote,"Sales, Teaching support, Mechanical maintenance, Quality control","Teamwork, Leadership",1
683,23,Male,Dar es Salaam,Bachelor,Education,0,2,Low,Intermediate,Informal work,Education,Remote,"Quality control, Graphic design, Microsoft Office, Inventory management","Resilience, Customer focus",0
684,25,Female,Songwe,Higher Diploma,Finance,0,1,Medium,Intermediate,Internship,Healthcare,Remote,"Inventory management, Graphic design, Food preparation, Accounting","Customer focus, Communication",3
685,25,Male,Rukwa,Vocational/Technical,Information Technology,0,0,Medium,Advanced,Part-time,Education,Field,"Graphic design, Accounting, Web development, Data analysis","Problem solving, Adaptability, Time management",1
686,22,Male,Zanzibar South,Higher Diploma,Education,0,5,Medium,Intermediate,Full-time,Agriculture,Customer-facing,"Programming (Python), Microsoft Office, Sales","Communication, Critical thinking",0
687,23,Female,Njombe,Vocational/Technical,Engineering,0,5,Medium,Basic,Full-time,Healthcare,Office,"Teaching support, Network support, Web development","Resilience, Time management",1
688,22,Male,Morogoro,Secondary,Engineering,0,2,High,Intermediate,Self-employed,Tourism,Customer-facing,"Database management, Data analysis","Time management, Teamwork, Communication",1
689,24,Male,Songwe,Bachelor,Hospitality,3,6,Medium,Intermediate,Informal work,Healthcare,Customer-facing,"Accounting, Network support, Microsoft Office","Adaptability, Customer focus",2
690,21,Male,Singida,Vocational/Technical,Education,3,3,Medium,Basic,Part-time,Healthcare,Remote,"Web development, English communication, Social media management, Programming (Python)","Adaptability, Creativity",1
691,26,Male,Katavi,Bachelor,Health,0,0,Medium,Intermediate,Unemployed,ICT,Field,"Network support, Food preparation, Graphic design, Microsoft Office","Creativity, Resilience, Adaptability",2
692,22,Male,Kigoma,Vocational/Technical,Finance,4,4,Medium,Advanced,Full-time,Manufacturing,Remote,"Data analysis, Programming (Python)","Problem solving, Creativity, Leadership",1
693,24,Female,Tabora,Bachelor,Finance,7,7,Medium,Basic,Unemployed,Transport,Field,"Mechanical maintenance, Social media management","Leadership, Critical thinking",0
694,21,Male,Mwanza,Diploma,Logistics,0,1,Medium,Basic,Part-time,Trade,Field,"Quality control, Network support, Teaching support","Communication, Creativity",3
695,29,Female,Arusha,No formal qualification,Hospitality,0,5,Low,Basic,Self-employed,Construction,Office,"Sales, Graphic design","Time management, Problem solving, Creativity",2
696,22,Female,Mara,Bachelor,Logistics,1,3,Medium,Basic,Part-time,Transport,Remote,"Accounting, Mechanical maintenance, Programming (Python)","Time management, Customer focus",1
697,22,Female,Tabora,No formal qualification,Education,0,5,Medium,Basic,Informal work,ICT,Remote,"Food preparation, Data analysis, English communication, Network support","Resilience, Critical thinking",1
698,29,Male,Zanzibar Urban/West,Vocational/Technical,Agriculture,6,8,Medium,Basic,Informal work,Construction,Field,"English communication, Project management, Digital marketing","Problem solving, Creativity, Customer focus",0
699,23,Male,Kigoma,Higher Diploma,Agriculture,1,4,Low,Advanced,Self-employed,Trade,Customer-facing,"Digital marketing, Microsoft Office, Web development, Accounting","Customer focus, Problem solving",0
700,25,Male,Mwanza,Higher Diploma,Engineering,0,1,Medium,Intermediate,Unemployed,Manufacturing,Office,"Inventory management, Graphic design, Quality control","Resilience, Teamwork",1
701,22,Female,Shinyanga,Bachelor,Education,0,2,Low,Intermediate,Unemployed,Manufacturing,Remote,"Mechanical maintenance, Accounting","Teamwork, Critical thinking",2
702,23,Male,Shinyanga,Secondary,Education,0,2,Medium,Advanced,Internship,Transport,Remote,"Project management, English communication, Mechanical maintenance, Digital marketing","Problem solving, Resilience",1
703,27,Female,Rukwa,Diploma,Arts,0,0,Medium,Intermediate,Informal work,ICT,Remote,"Project management, Accounting, Web development, Database management","Creativity, Resilience, Time management",2
704,25,Male,Zanzibar Urban/West,Vocational/Technical,Information Technology,0,2,Medium,Intermediate,Informal work,Banking,Office,"Web development, Teaching support, Microsoft Office","Critical thinking, Customer focus",3
705,19,Male,Njombe,Higher Diploma,Education,0,1,Medium,Advanced,Informal work,Agriculture,Field,"Sales, Data analysis","Resilience, Teamwork, Time management",1
706,27,Female,Iringa,Higher Diploma,Arts,4,8,High,Intermediate,Internship,Tourism,Office,"Quality control, Programming (Python)","Problem solving, Customer focus, Creativity",2
707,20,Female,Dodoma,Vocational/Technical,Logistics,0,3,Low,Intermediate,Unemployed,Construction,Office,"Sales, Microsoft Office, Inventory management, English communication","Creativity, Teamwork, Customer focus",1
708,23,Male,Tabora,Secondary,Hospitality,1,3,High,Basic,Unemployed,Banking,Office,"Logistics coordination, Accounting, Food preparation","Teamwork, Creativity",2
709,19,Male,Zanzibar Urban/West,Vocational/Technical,Finance,1,2,Low,Basic,Informal work,Tourism,Field,"Accounting, Digital marketing, Inventory management, Quality control","Customer focus, Time management, Problem solving",1
710,20,Male,Pemba South,Diploma,Hospitality,0,2,Medium,Basic,Self-employed,Banking,Office,"Microsoft Office, Project management, Accounting, Quality control","Customer focus, Leadership, Adaptability",2
711,21,Female,Katavi,Higher Diploma,Engineering,1,1,High,Intermediate,Internship,Trade,Customer-facing,"Graphic design, Microsoft Office, English communication","Communication, Critical thinking",0
712,22,Male,Geita,Secondary,Logistics,1,3,Medium,Intermediate,Self-employed,Construction,Office,"Graphic design, Web development, English communication","Customer focus, Teamwork",1
713,25,Male,Njombe,Vocational/Technical,Agriculture,5,5,Medium,Basic,Part-time,Banking,Office,"Accounting, Programming (Python)","Creativity, Communication, Leadership",2
714,20,Female,Simiyu,Bachelor,Education,0,1,High,Basic,Internship,Manufacturing,Customer-facing,"Accounting, Digital marketing, Social media management","Problem solving, Resilience, Critical thinking",1
715,22,Male,Katavi,Higher Diploma,Arts,1,1,High,Intermediate,Informal work,Education,Field,"Logistics coordination, Data analysis","Adaptability, Resilience",0
716,20,Male,Kilimanjaro,Bachelor,Hospitality,1,1,Medium,Intermediate,Full-time,Trade,Customer-facing,"Data analysis, Social media management, Logistics coordination","Communication, Adaptability",1
717,20,Female,Pemba North,Higher Diploma,Finance,2,2,Low,Basic,Unemployed,Transport,Remote,"Teaching support, English communication, Project management, Database management","Teamwork, Adaptability, Time management",1
718,23,Male,Kigoma,Secondary,Hospitality,2,5,Medium,Intermediate,Informal work,Transport,Office,"Mechanical maintenance, Sales","Critical thinking, Problem solving",2
719,23,Male,Njombe,Diploma,Education,1,1,Medium,Basic,Full-time,ICT,Customer-facing,"Inventory management, Data analysis","Communication, Adaptability, Teamwork",2
720,21,Female,Pemba South,Diploma,Logistics,3,3,Medium,Basic,Part-time,Transport,Customer-facing,"Customer service, Digital marketing, Sales, Data analysis","Customer focus, Communication",2
721,22,Female,Iringa,No formal qualification,Finance,0,1,High,Basic,Unemployed,Tourism,Customer-facing,"Project management, Social media management","Time management, Communication",3
722,26,Female,Lindi,Secondary,Logistics,0,3,Low,Intermediate,Full-time,Trade,Office,"Data analysis, Sales","Adaptability, Resilience",2
723,22,Female,Kigoma,Diploma,Finance,0,1,High,Intermediate,Self-employed,Healthcare,Office,"Social media management, Mechanical maintenance, Data analysis","Problem solving, Time management",2
724,20,Male,Mbeya,Higher Diploma,Information Technology,0,2,High,Intermediate,Self-employed,Trade,Office,"Quality control, Customer service, Programming (Python), English communication","Problem solving, Creativity, Resilience",2
725,22,Male,Mara,Vocational/Technical,Information Technology,2,5,Medium,Intermediate,Unemployed,Banking,Customer-facing,"Quality control, Logistics coordination","Creativity, Critical thinking, Problem solving",2
726,20,Male,Pwani,No formal qualification,Agriculture,1,3,Low,Basic,Informal work,Agriculture,Customer-facing,"Mechanical maintenance, Food preparation, Microsoft Office, Graphic design","Problem solving, Critical thinking, Customer focus",3
727,21,Female,Iringa,Secondary,Arts,0,1,Medium,Intermediate,Part-time,Banking,Customer-facing,"Network support, Inventory management, Teaching support, Customer service","Critical thinking, Problem solving, Adaptability",2
728,22,Female,Geita,Diploma,Arts,0,4,Medium,Advanced,Full-time,Construction,Field,"English communication, Graphic design, Logistics coordination","Adaptability, Communication",0
729,25,Female,Simiyu,Higher Diploma,Hospitality,3,4,Low,Intermediate,Unemployed,Tourism,Remote,"Teaching support, English communication, Accounting, Network support","Adaptability, Time management, Critical thinking",2
730,27,Male,Njombe,No formal qualification,Finance,0,7,Medium,Intermediate,Unemployed,Healthcare,Office,"Sales, Social media management, Database management, Quality control","Critical thinking, Communication",3
731,22,Male,Ruvuma,Diploma,Logistics,5,5,Low,Intermediate,Internship,Education,Office,"Accounting, English communication","Adaptability, Critical thinking, Problem solving",0
732,23,Male,Manyara,Bachelor,Hospitality,0,3,Medium,Intermediate,Full-time,Tourism,Remote,"Food preparation, Sales, Inventory management","Teamwork, Resilience, Time management",2
733,22,Female,Zanzibar Urban/West,Higher Diploma,Agriculture,0,0,Medium,Basic,Part-time,Agriculture,Office,"English communication, Mechanical maintenance","Creativity, Resilience",1
734,24,Female,Mtwara,Higher Diploma,Business,0,2,Medium,Advanced,Full-time,Healthcare,Office,"Social media management, Data analysis, Inventory management","Leadership, Problem solving, Critical thinking",1
735,23,Female,Rukwa,Higher Diploma,Finance,2,5,Medium,Intermediate,Unemployed,Agriculture,Remote,"Mechanical maintenance, Digital marketing","Adaptability, Resilience",2
736,22,Female,Ruvuma,Secondary,Business,1,5,Medium,Basic,Self-employed,Education,Field,"Microsoft Office, Network support, Data analysis","Communication, Leadership, Customer focus",0
737,29,Male,Songwe,Higher Diploma,Agriculture,3,3,Low,Basic,Part-time,Healthcare,Field,"Mechanical maintenance, Network support","Teamwork, Customer focus",2
738,23,Female,Morogoro,Secondary,Health,0,0,High,Intermediate,Informal work,Banking,Field,"Social media management, Programming (Python), Teaching support","Creativity, Critical thinking",0
739,19,Male,Tabora,Diploma,Engineering,0,0,Medium,Intermediate,Informal work,Agriculture,Field,"Inventory management, English communication, Quality control, Digital marketing","Customer focus, Communication, Critical thinking",0
740,20,Male,Tabora,Diploma,Health,0,0,High,Basic,Full-time,Banking,Customer-facing,"Teaching support, Accounting, English communication, Quality control","Critical thinking, Leadership, Teamwork",1
741,26,Female,Lindi,No formal qualification,Finance,1,1,Medium,Advanced,Informal work,ICT,Field,"Accounting, Customer service, Graphic design","Time management, Adaptability, Creativity",1
742,22,Female,Simiyu,No formal qualification,Arts,5,5,High,Intermediate,Internship,Construction,Field,"Database management, Logistics coordination, Food preparation, Accounting","Resilience, Leadership",0
